Study_Hours,Sleep_Hours,Screen_Time_Hours,Exercise_Hours,Stress_Level,Previous_Marks,Burnout_Score,Burnout_Level,Performance_Decline,Final_Predicted_Marks
5.35,10.0,0.0,1.72,7,82.84,1.51,Low,1.57,81.27
3.67,5.98,0.0,1.59,7,62.27,0.3,Low,2.92,59.35
5.4,6.46,6.93,2.64,1,78.33,-2.08,Low,2.2,76.13
3.79,6.41,3.45,1.49,8,54.53,3.4,Medium,0.39,54.14
4.19,6.89,3.86,0.6,3,80.88,2.56,Medium,4.75,76.13
3.63,6.51,6.22,0.28,5,57.68,3.41,Medium,1.07,56.61
2.13,4.89,3.71,1.76,4,59.13,1.86,Low,1.34,57.79
5.29,6.18,6.37,0.35,10,64.75,2.15,Low,1.89,62.86
6.17,6.85,5.24,1.65,3,75.36,1.69,Low,2.49,72.86
6.03,8.84,4.79,0.39,10,72.27,4.69,Medium,0.72,71.55
6.64,10.0,1.07,1.28,5,91.76,1.82,Low,3.15,88.61
5.65,9.0,2.95,0.15,3,70.74,-0.8,Low,2.57,68.16
3.93,5.84,6.51,1.62,9,52.67,6.41,High,1.52,51.15
6.68,5.96,3.29,0.01,9,67.91,4.27,Medium,3.46,64.45
2.28,6.76,8.01,1.22,6,52.47,3.14,Medium,2.57,49.9
3.2,9.68,10.87,0.84,3,62.57,3.12,Medium,4.2,58.36
3.07,6.75,6.64,1.08,5,56.04,1.08,Low,4.28,51.76
7.16,5.01,8.73,0.68,8,58.05,7.65,High,4.9,53.14
6.89,6.25,6.8,0.66,9,62.29,3.88,Medium,0.34,61.95
5.97,8.14,3.66,1.12,3,91.85,2.11,Low,2.03,89.83
7.14,8.03,5.5,0.2,5,72.45,2.78,Medium,2.51,69.94
3.24,6.7,10.03,0.19,2,55.48,2.38,Medium,1.17,54.32
5.7,8.03,3.69,0.71,2,81.59,-3.9,Low,4.61,76.98
4.75,3.59,2.4,0.68,2,63.31,0.57,Low,0.44,62.87
6.69,7.16,2.16,0.2,6,78.59,2.49,Medium,2.14,76.44
4.77,8.29,4.46,1.74,3,71.75,3.28,Medium,0.93,70.83
4.23,5.75,2.49,0.73,10,51.45,4.67,Medium,3.41,48.04
6.08,5.75,9.19,0.82,5,58.82,3.61,Medium,3.52,55.3
6.75,4.2,5.54,0.0,8,52.9,7.0,High,6.38,46.52
3.66,9.38,7.43,2.66,5,76.59,1.36,Low,2.04,74.55
4.88,5.92,4.25,2.94,2,82.4,2.44,Medium,3.88,78.53
2.88,7.36,2.15,0.38,6,66.77,2.33,Low,2.75,64.02
0.0,7.91,1.73,1.98,2,69.34,-2.6,Low,4.06,65.28
5.4,9.27,2.73,0.93,8,71.98,4.34,Medium,0.43,71.56
6.22,6.77,5.87,2.28,2,82.31,2.42,Medium,2.32,79.99
5.52,6.19,6.3,1.27,7,69.9,5.73,High,0.75,69.15
1.1,7.26,6.51,1.08,4,62.59,1.51,Low,3.95,58.64
4.3,8.93,1.28,0.0,4,68.84,1.47,Low,0.76,68.07
0.56,6.74,5.0,0.3,8,55.74,6.41,High,0.04,55.7
7.74,5.57,2.43,1.02,4,76.91,2.66,Medium,4.65,72.26
2.83,4.69,6.0,1.16,8,46.85,4.13,Medium,10.02,36.83
7.51,5.17,6.2,0.03,9,63.54,8.62,High,4.93,58.61
6.89,8.3,2.07,0.42,8,77.14,4.43,Medium,2.26,74.87
3.2,6.52,7.42,1.44,4,70.85,1.95,Low,2.95,67.9
2.73,6.09,10.85,0.0,5,51.9,7.08,High,3.72,48.18
5.7,5.93,7.09,1.11,6,67.41,2.46,Medium,1.4,66.01
3.31,7.13,4.59,1.99,9,63.76,4.8,Medium,0.66,63.1
5.2,6.64,4.21,1.31,5,73.44,4.27,Medium,3.31,70.14
4.03,6.59,4.48,1.27,2,69.03,2.53,Medium,2.55,66.48
1.44,9.02,3.1,0.0,7,57.58,0.66,Low,4.13,53.45
0.54,9.31,5.63,0.34,6,51.69,0.08,Low,0.23,51.46
5.45,4.58,2.15,2.64,3,75.47,1.68,Low,2.72,72.74
3.88,7.49,0.28,0.52,8,71.95,3.56,Medium,0.93,71.02
3.89,5.83,5.55,2.01,3,68.68,0.17,Low,3.09,65.6
6.39,6.63,5.05,0.51,10,57.17,6.16,High,3.8,53.37
7.35,7.46,3.57,0.78,4,78.48,-0.04,Low,1.32,77.16
4.45,6.68,1.79,1.41,9,67.4,5.23,High,2.41,65.0
4.32,7.35,5.72,1.08,4,73.87,1.3,Low,2.1,71.77
6.0,8.01,2.52,1.31,2,88.56,0.05,Low,3.77,84.78
2.29,7.44,4.65,0.35,9,52.52,5.35,High,3.0,49.52
5.45,6.03,9.41,0.09,10,45.95,8.24,High,0.6,45.34
6.1,6.06,6.63,0.29,8,61.92,6.04,High,4.88,57.04
6.36,4.84,1.58,0.57,4,74.83,3.72,Medium,4.56,70.27
1.13,5.72,1.81,0.82,6,52.7,2.5,Medium,2.89,49.81
3.48,9.94,5.38,1.83,6,68.66,4.13,Medium,3.89,64.77
3.24,5.81,1.56,1.07,2,68.17,-2.41,Low,0.1,68.07
5.2,5.21,0.0,1.39,9,71.14,3.61,Medium,1.01,70.13
5.96,7.48,6.33,1.11,6,65.6,3.47,Medium,3.84,61.76
7.99,6.83,5.8,0.11,5,70.77,3.44,Medium,0.53,70.24
4.01,6.71,6.13,1.01,2,65.38,2.17,Low,0.21,65.17
4.0,9.11,5.66,1.1,10,63.49,4.86,Medium,3.08,60.41
7.3,7.82,4.84,1.61,1,92.11,1.98,Low,0.17,91.94
5.59,6.21,3.34,0.15,7,57.29,1.96,Low,0.92,56.37
7.54,6.36,6.29,0.0,4,78.42,6.92,High,0.4,78.02
5.58,6.25,8.82,1.14,7,60.75,4.57,Medium,2.67,58.07
2.69,8.31,3.75,1.28,5,63.51,1.84,Low,3.38,60.12
2.33,6.54,2.45,0.86,1,68.1,-0.74,Low,0.92,67.18
1.9,4.31,2.16,1.02,5,49.36,2.15,Low,2.34,47.02
6.32,6.93,2.83,1.7,4,82.88,0.89,Low,0.1,82.78
7.38,4.69,5.51,0.63,1,74.2,2.4,Medium,1.32,72.88
8.7,10.0,0.0,0.78,10,85.38,4.45,Medium,0.9,84.48
6.69,5.55,6.1,1.06,2,76.15,-1.31,Low,0.83,75.32
7.33,6.76,6.61,0.02,9,68.82,5.42,High,1.13,67.7
3.84,7.39,0.5,0.88,1,80.21,-1.52,Low,4.03,76.18
2.69,6.57,2.55,0.95,10,56.43,7.62,High,4.75,51.68
6.7,6.56,5.2,2.31,4,75.08,3.76,Medium,3.53,71.55
5.84,7.63,4.64,0.76,8,67.39,6.37,High,0.36,67.03
5.21,9.29,6.3,1.16,5,76.12,3.25,Medium,3.14,72.98
5.77,8.15,4.65,1.73,10,73.85,4.88,Medium,3.67,70.18
5.65,9.22,8.16,0.33,7,60.07,4.79,Medium,0.56,59.52
7.57,5.43,4.2,2.1,2,82.93,3.41,Medium,1.47,81.46
7.59,7.48,2.54,2.41,4,93.26,4.18,Medium,2.14,91.12
6.09,7.23,2.34,0.98,4,88.3,2.01,Low,1.55,86.74
6.69,7.53,6.84,0.57,1,82.7,0.58,Low,2.59,80.1
6.03,9.06,5.07,2.3,8,69.99,4.94,Medium,0.65,69.33
4.08,6.67,6.58,1.64,3,63.23,0.68,Low,2.22,61.01
6.51,6.39,6.53,1.07,4,74.91,3.72,Medium,3.67,71.24
2.21,7.8,0.0,2.14,2,78.66,-0.3,Low,2.3,76.35
7.11,4.33,2.15,2.06,10,68.94,5.19,High,5.12,63.82
2.61,6.64,2.45,0.73,5,56.86,0.26,Low,4.01,52.85
5.57,6.8,2.96,1.2,5,80.55,1.54,Low,1.97,78.58
3.31,5.62,3.95,1.46,3,65.19,0.89,Low,2.13,63.07
6.11,8.59,7.5,1.02,8,70.06,3.11,Medium,1.79,68.27
4.93,5.41,8.0,0.0,1,57.68,1.68,Low,1.45,56.23
1.81,6.8,4.27,0.25,2,67.19,-1.62,Low,3.01,64.18
5.84,7.44,4.37,0.0,1,76.26,1.63,Low,0.94,75.32
3.84,9.03,3.24,1.39,6,77.49,2.25,Low,3.85,73.64
6.76,6.98,5.22,0.05,4,78.4,3.21,Medium,2.41,76.0
5.0,8.4,5.51,1.15,10,54.88,4.32,Medium,4.42,50.46
5.79,8.05,7.02,2.47,1,85.37,0.48,Low,4.69,80.67
3.08,7.19,7.0,2.14,7,66.92,2.39,Medium,1.91,65.01
3.82,5.37,0.0,0.0,9,55.03,4.41,Medium,0.79,54.23
4.08,4.85,4.62,0.0,5,67.39,1.21,Low,2.53,64.86
6.71,7.16,8.46,0.38,7,67.55,5.28,High,1.35,66.2
8.35,6.19,3.9,0.06,4,88.83,2.02,Low,2.13,86.7
3.39,8.38,7.85,0.0,4,61.34,5.15,High,1.89,59.45
7.15,8.12,4.23,0.99,4,82.86,2.86,Medium,2.25,80.6
0.66,6.72,5.44,1.56,5,61.81,1.93,Low,2.49,59.32
2.61,5.26,2.16,1.76,8,60.63,1.58,Low,3.14,57.5
3.08,7.77,2.25,0.62,4,67.17,-1.21,Low,0.02,67.15
2.29,5.47,6.81,0.78,7,50.37,4.95,High,1.28,49.09
1.83,5.86,7.2,1.28,9,41.28,7.71,High,0.85,40.43
5.83,5.53,5.07,0.91,6,68.05,4.46,Medium,3.55,64.49
4.57,6.79,1.93,1.65,4,81.9,1.39,Low,4.16,77.74
5.76,8.76,5.11,1.34,5,76.11,2.57,Medium,3.63,72.48
6.38,6.99,8.14,0.7,8,59.02,5.64,High,4.87,54.14
5.53,6.34,9.36,0.0,4,57.93,4.32,Medium,0.39,57.54
6.32,4.71,4.21,2.2,4,77.34,1.64,Low,2.32,75.01
4.86,7.83,0.85,0.45,7,67.14,0.83,Low,4.5,62.64
2.63,5.83,7.1,1.29,6,46.21,3.81,Medium,1.6,44.61
7.12,7.18,4.31,0.0,1,78.36,3.3,Medium,4.01,74.35
3.82,6.47,7.36,0.99,9,58.04,6.5,High,2.81,55.23
3.13,8.26,5.7,1.08,5,63.0,0.29,Low,4.89,58.11
4.64,6.76,2.79,1.12,10,61.56,4.13,Medium,1.86,59.71
3.17,6.91,5.15,3.41,2,70.2,1.52,Low,2.09,68.12
4.17,7.73,8.27,0.5,5,58.29,5.67,High,0.82,57.47
5.69,10.0,4.63,1.66,8,71.71,5.88,High,0.8,70.91
5.7,8.33,2.41,1.42,6,76.7,1.76,Low,4.31,72.4
3.2,6.87,1.03,0.46,8,52.09,4.03,Medium,2.04,50.05
4.02,7.0,3.07,1.64,5,75.89,2.17,Low,3.1,72.78
7.15,6.21,3.97,0.87,4,79.58,2.41,Medium,3.76,75.82
5.99,5.58,7.05,1.7,10,60.66,6.39,High,2.19,58.47
9.15,6.17,2.2,2.57,3,100.0,1.74,Low,4.77,95.23
7.36,5.84,8.88,1.12,2,81.35,4.92,Medium,4.69,76.66
7.29,7.98,1.66,0.78,9,74.08,1.8,Low,3.4,70.68
2.22,5.39,10.83,1.84,1,59.99,2.91,Medium,4.98,55.01
6.53,9.0,9.31,2.12,10,69.46,8.29,High,0.01,69.45
4.89,8.13,5.35,0.29,2,76.26,3.24,Medium,0.05,76.22
3.9,7.03,0.88,0.64,6,73.55,2.66,Medium,0.34,73.21
5.34,7.0,4.86,1.54,6,74.67,1.98,Low,4.72,69.95
6.89,6.16,4.03,0.89,1,88.16,2.23,Low,3.02,85.14
6.0,7.41,1.81,0.24,8,77.63,5.46,High,4.64,72.99
3.24,8.63,5.73,1.43,4,68.09,0.72,Low,0.64,67.45
6.48,5.95,2.94,1.54,7,74.32,4.12,Medium,0.16,74.16
3.72,4.7,3.21,0.73,10,55.77,4.84,Medium,8.21,47.56
5.43,8.05,4.49,1.05,9,65.36,3.39,Medium,0.88,64.49
4.39,7.49,3.56,0.54,2,77.23,0.12,Low,4.3,72.93
4.56,5.32,10.2,0.12,7,47.17,6.04,High,2.1,45.06
6.53,5.9,3.66,0.6,1,70.85,-0.36,Low,3.85,67.0
2.92,5.71,6.1,1.06,3,64.11,0.37,Low,2.58,61.53
8.89,5.91,5.36,0.0,4,73.6,2.28,Low,2.64,70.96
1.36,6.51,5.88,0.66,3,52.12,1.94,Low,3.41,48.72
3.8,6.6,6.07,1.07,8,60.62,2.19,Low,1.68,58.94
5.74,6.02,7.2,1.96,7,70.23,1.29,Low,4.74,65.49
6.17,5.86,5.67,0.75,3,80.03,4.58,Medium,2.0,78.02
4.8,6.66,5.56,0.0,7,50.08,2.61,Medium,1.99,48.09
4.89,7.25,5.15,0.83,2,76.3,0.89,Low,3.54,72.76
5.82,6.53,4.65,0.55,3,73.71,3.38,Medium,3.18,70.53
4.54,8.74,2.72,1.44,7,76.81,0.16,Low,4.98,71.83
7.79,7.76,4.85,0.73,10,78.97,3.38,Medium,4.25,74.72
6.68,4.61,5.6,0.0,5,60.99,3.18,Medium,1.42,59.57
6.75,7.79,6.01,3.95,9,77.48,5.97,High,0.51,76.98
3.07,7.91,5.45,1.11,8,61.42,3.62,Medium,0.53,60.88
4.84,6.35,4.42,1.07,6,64.96,3.16,Medium,1.81,63.15
4.4,4.76,4.86,0.0,4,70.55,2.47,Medium,2.39,68.17
2.99,7.01,3.62,0.0,3,62.55,1.92,Low,3.19,59.36
5.72,6.99,5.78,0.93,6,67.46,5.74,High,4.29,63.17
3.92,5.32,4.45,1.27,9,50.1,9.25,High,4.95,45.16
6.31,4.82,5.45,1.56,5,72.17,3.42,Medium,2.04,70.12
2.86,6.87,7.5,1.19,7,38.4,6.31,High,2.73,35.67
8.44,6.65,3.23,0.05,7,77.13,5.65,High,3.0,74.12
3.21,6.37,6.49,0.0,7,58.18,4.58,Medium,2.79,55.39
5.44,6.87,5.08,0.92,9,55.66,1.55,Low,0.45,55.2
6.58,5.35,10.05,0.57,2,61.57,3.05,Medium,0.58,61.0
3.86,6.35,4.46,0.0,8,61.02,3.7,Medium,4.44,56.58
6.7,7.8,6.74,1.66,2,89.56,2.23,Low,3.38,86.18
2.54,6.48,5.04,0.0,1,56.78,0.28,Low,3.39,53.39
7.9,4.49,1.53,1.49,10,81.45,4.55,Medium,11.63,69.83
5.03,6.29,3.7,0.0,6,67.31,6.27,High,0.42,66.89
3.81,5.39,7.2,1.11,2,69.78,4.04,Medium,2.08,67.7
4.4,7.4,3.92,1.75,5,67.81,-1.05,Low,1.23,66.58
6.62,7.48,0.0,0.73,1,99.06,-0.99,Low,3.3,95.76
3.83,4.51,4.92,2.35,7,58.68,4.87,Medium,1.07,57.61
3.5,8.14,2.27,2.53,1,80.92,0.93,Low,3.46,77.46
4.56,5.33,5.33,1.19,8,60.88,4.04,Medium,1.94,58.94
2.65,9.34,8.88,1.43,5,58.28,2.28,Low,2.2,56.09
8.64,6.93,6.92,1.85,5,75.97,4.0,Medium,4.09,71.88
3.87,5.13,8.84,1.44,3,61.43,4.09,Medium,1.74,59.69
6.66,5.29,3.6,1.35,2,80.29,-0.75,Low,1.28,79.01
5.42,7.52,4.64,0.58,6,65.66,0.08,Low,4.25,61.41
3.03,6.41,2.39,0.0,4,69.57,3.28,Medium,3.43,66.14
4.99,6.86,3.29,0.0,10,70.69,3.44,Medium,2.02,68.67
6.57,9.42,2.68,2.91,4,87.21,3.9,Medium,2.49,84.72
4.62,5.95,1.73,1.26,6,70.56,1.11,Low,1.74,68.82
7.39,7.09,8.41,0.8,2,77.52,2.44,Medium,2.76,74.76
7.04,9.13,0.0,2.01,2,100.0,-0.18,Low,0.69,99.31
6.84,7.41,8.43,0.4,10,63.18,3.4,Medium,4.44,58.74
4.08,4.59,8.12,1.47,10,52.36,10.88,High,12.76,39.6
2.84,7.76,6.25,1.06,4,68.6,1.31,Low,1.93,66.67
3.77,5.26,2.21,1.37,6,65.04,1.31,Low,2.86,62.18
5.39,9.11,1.04,0.73,2,85.48,-2.24,Low,0.81,84.68
6.09,5.77,3.63,0.23,7,74.73,4.57,Medium,0.39,74.34
0.66,10.0,6.56,0.34,8,51.7,3.47,Medium,2.74,48.96
4.98,9.2,5.01,0.37,9,59.71,2.47,Medium,0.35,59.36
5.32,5.81,2.39,1.0,6,66.66,0.78,Low,3.3,63.36
4.44,7.03,7.87,0.0,2,64.09,3.72,Medium,4.0,60.08
7.58,8.13,9.21,0.0,6,76.58,3.86,Medium,4.94,71.64
5.84,8.18,4.43,1.11,8,77.77,1.24,Low,3.85,73.92
7.62,7.66,5.27,0.9,10,81.35,5.41,High,4.87,76.48
4.57,8.88,1.23,1.15,1,82.1,-1.71,Low,0.11,81.99
6.87,6.82,3.96,0.96,6,76.78,6.25,High,2.79,73.98
8.27,6.45,6.28,3.02,1,91.61,0.72,Low,0.82,90.79
7.62,6.48,5.89,1.1,6,75.01,3.66,Medium,1.23,73.79
2.82,8.29,3.73,0.7,10,58.98,4.39,Medium,3.67,55.31
4.49,7.55,4.31,1.08,4,71.61,0.86,Low,1.26,70.34
4.31,7.44,3.88,1.82,3,82.32,1.59,Low,0.9,81.42
5.98,8.19,4.3,0.96,3,78.14,-0.19,Low,1.86,76.28
6.37,3.92,6.06,1.55,4,74.6,3.25,Medium,0.42,74.18
3.32,7.47,0.08,1.32,3,73.83,0.3,Low,0.73,73.1
5.14,7.33,4.81,0.77,9,53.09,6.33,High,0.73,52.36
0.96,9.5,5.87,1.09,4,54.19,0.01,Low,1.13,53.06
7.88,4.71,3.57,2.28,1,91.05,0.38,Low,4.35,86.69
3.98,9.34,3.8,1.19,4,84.06,3.21,Medium,1.48,82.58
5.11,7.11,3.87,0.21,1,75.2,-0.32,Low,1.37,73.83
4.38,7.73,3.8,0.74,10,58.67,4.46,Medium,0.63,58.04
7.29,9.51,5.01,0.0,10,73.12,7.68,High,0.08,73.04
0.0,7.84,5.32,1.11,3,52.03,0.62,Low,0.8,51.23
4.97,7.6,0.0,2.05,4,80.8,-0.07,Low,3.61,77.18
4.79,7.36,6.63,0.0,4,66.29,2.48,Medium,4.85,61.44
4.09,6.27,4.28,1.12,9,55.68,3.38,Medium,3.72,51.97
8.45,6.96,9.83,1.79,6,67.43,5.87,High,4.27,63.16
3.23,5.93,2.02,1.87,3,68.09,-0.79,Low,3.93,64.16
6.54,6.93,2.83,2.02,7,80.94,4.34,Medium,1.48,79.46
5.71,3.5,4.49,0.0,4,68.33,3.46,Medium,3.66,64.68
7.52,7.64,6.03,1.4,7,83.22,4.59,Medium,3.75,79.47
3.67,6.82,0.12,0.0,2,80.39,2.32,Low,1.29,79.1
3.53,6.5,2.93,0.2,7,54.84,0.92,Low,4.6,50.24
7.19,7.33,6.48,1.66,8,68.95,4.89,Medium,4.99,63.96
5.85,4.85,2.63,1.13,7,65.03,4.74,Medium,2.81,62.22
1.91,9.89,8.43,1.58,6,56.77,1.7,Low,1.58,55.19
3.92,6.85,3.87,0.26,4,63.23,3.27,Medium,1.79,61.45
5.77,6.78,2.75,2.18,9,70.19,3.19,Medium,2.91,67.28
6.68,5.55,6.53,1.55,1,76.31,2.25,Low,0.04,76.27
3.64,7.04,9.02,1.71,5,64.17,3.3,Medium,1.54,62.62
0.0,9.08,6.04,0.14,1,52.77,-0.2,Low,0.25,52.52
6.05,8.55,8.15,1.94,10,59.89,5.81,High,3.12,56.77
2.56,8.28,9.19,0.75,1,65.86,1.09,Low,3.02,62.84
0.97,7.82,2.7,0.51,6,58.6,0.84,Low,2.96,55.65
0.0,6.46,7.35,1.5,6,43.28,1.97,Low,0.75,42.53
6.63,4.82,1.19,1.47,7,79.12,3.92,Medium,4.72,74.4
5.26,6.7,6.06,0.32,10,60.28,5.88,High,2.67,57.61
4.55,6.65,4.82,2.65,9,73.69,3.3,Medium,2.78,70.91
7.78,8.57,8.11,2.45,6,85.12,4.44,Medium,2.72,82.4
6.27,7.46,7.93,1.48,2,87.12,1.4,Low,2.62,84.5
8.23,9.42,6.42,1.34,4,88.47,4.81,Medium,4.69,83.78
2.21,8.8,5.75,1.26,9,60.62,7.51,High,3.01,57.61
4.93,6.32,6.27,0.0,2,76.05,4.06,Medium,2.43,73.63
1.77,4.31,5.15,1.09,7,46.51,5.89,High,3.83,42.67
4.54,9.08,4.85,1.08,4,70.85,2.64,Medium,1.26,69.59
4.5,9.04,8.61,0.54,10,52.23,5.35,High,0.96,51.27
6.25,4.95,8.91,0.75,6,63.89,2.44,Medium,2.2,61.69
5.09,9.26,4.65,0.0,1,74.17,-1.4,Low,0.08,74.1
6.25,7.57,5.59,0.12,8,63.84,3.62,Medium,1.47,62.37
6.41,7.24,5.2,1.74,6,81.5,5.13,High,2.1,79.4
9.31,9.42,0.97,2.38,7,100.0,2.73,Medium,2.89,97.11
4.37,9.02,4.16,0.25,6,56.25,1.38,Low,2.72,53.53
3.12,7.98,9.0,1.15,7,47.7,1.43,Low,1.84,45.87
5.49,7.71,3.13,1.88,5,89.13,5.32,High,1.72,87.41
3.4,7.92,10.29,0.58,3,65.65,3.57,Medium,0.01,65.64
7.96,6.4,7.93,1.54,6,72.47,6.11,High,4.41,68.06
4.43,6.92,6.0,0.97,10,48.04,4.61,Medium,1.16,46.88
3.87,5.65,6.4,1.95,9,48.77,4.9,Medium,1.79,46.98
4.06,6.5,2.71,0.0,6,65.72,2.16,Low,0.1,65.61
6.44,6.45,4.34,0.12,9,74.38,5.23,High,4.78,69.59
4.68,6.05,8.6,1.22,2,77.16,5.23,High,2.47,74.69
3.72,7.21,3.46,1.08,1,67.43,-1.9,Low,0.12,67.32
8.33,6.51,7.65,0.95,4,78.26,3.75,Medium,1.26,77.0
3.29,7.75,1.56,1.46,5,66.42,1.55,Low,4.4,62.02
5.07,4.57,2.0,0.26,10,57.86,5.02,High,11.5,46.36
6.3,6.83,9.75,0.0,7,53.59,7.13,High,3.45,50.15
1.74,7.2,4.97,0.6,8,46.96,0.96,Low,3.07,43.89
5.96,6.53,3.65,0.69,1,77.16,3.52,Medium,2.36,74.8
2.89,6.74,8.41,0.77,6,55.37,1.87,Low,4.17,51.2
6.65,4.62,8.11,2.02,1,75.13,0.78,Low,0.2,74.92
3.07,7.53,7.3,1.62,8,53.41,3.55,Medium,4.56,48.85
6.39,7.97,3.58,1.43,1,90.96,-0.8,Low,3.59,87.37
7.21,7.74,4.28,1.18,4,91.65,2.81,Medium,4.32,87.33
6.72,8.56,5.78,0.65,3,91.88,2.34,Low,0.08,91.79
5.5,7.3,6.74,0.32,2,75.74,2.04,Low,0.42,75.32
4.54,7.72,3.73,0.04,8,61.68,1.58,Low,1.03,60.65
3.85,7.23,5.43,0.44,6,67.63,2.93,Medium,2.97,64.66
7.94,8.03,5.67,0.97,4,90.06,2.72,Medium,0.46,89.6
3.6,4.63,8.22,0.08,3,59.98,5.13,High,4.66,55.33
2.93,5.66,6.89,1.14,6,46.2,4.03,Medium,3.74,42.46
6.33,9.38,1.23,0.84,6,88.81,2.23,Low,4.04,84.77
3.41,3.31,4.47,0.68,5,57.39,6.34,High,2.92,54.47
3.1,6.79,2.68,1.93,3,67.28,-1.24,Low,3.15,64.13
2.11,8.76,6.42,0.0,10,42.98,4.14,Medium,1.11,41.87
4.03,6.86,7.31,0.69,9,55.88,3.6,Medium,4.55,51.33
4.83,6.39,5.25,0.0,6,49.68,6.04,High,3.24,46.44
5.49,7.19,4.33,1.19,5,72.78,5.01,High,2.09,70.69
6.9,6.47,5.17,1.61,7,70.35,6.46,High,4.41,65.94
6.05,7.05,5.52,0.0,1,74.24,2.07,Low,4.32,69.92
4.62,5.97,3.4,0.02,7,59.1,4.22,Medium,0.0,59.1
4.6,8.66,1.95,0.0,1,73.41,-1.28,Low,4.62,68.79
6.02,9.13,0.0,1.05,9,82.77,3.91,Medium,1.82,80.95
7.55,6.8,8.17,0.73,6,61.07,2.85,Medium,2.11,58.96
5.25,4.92,6.24,0.78,7,60.67,2.86,Medium,0.43,60.24
4.06,6.21,5.91,0.71,7,53.7,3.45,Medium,4.39,49.31
3.01,6.72,8.16,0.22,1,71.84,4.32,Medium,2.7,69.15
2.11,7.76,1.86,1.91,2,72.99,-1.5,Low,4.53,68.46
6.33,5.49,0.66,1.22,10,58.35,4.01,Medium,3.9,54.45
6.16,5.85,5.96,0.05,3,74.27,3.19,Medium,4.49,69.78
6.15,7.77,5.73,0.44,8,61.41,5.88,High,4.74,56.67
4.74,8.41,0.67,0.3,9,72.61,4.95,High,4.43,68.18
7.81,6.07,5.9,2.12,8,78.01,3.41,Medium,1.05,76.96
4.03,5.0,4.0,1.57,6,70.2,3.05,Medium,0.35,69.85
6.91,10.0,2.98,0.9,2,92.8,0.43,Low,3.1,89.7
4.92,8.17,4.17,2.37,2,86.98,0.8,Low,0.78,86.21
3.78,6.6,0.0,2.16,10,65.03,4.64,Medium,4.32,60.72
6.19,8.3,3.52,0.82,7,71.56,4.37,Medium,4.74,66.83
5.82,6.81,3.24,0.67,9,71.39,4.5,Medium,0.61,70.78
5.71,8.3,6.39,0.71,6,63.85,5.16,High,1.18,62.67
5.16,7.24,4.6,0.24,1,76.75,2.15,Low,3.13,73.63
4.92,7.14,6.6,2.39,9,60.39,6.18,High,3.63,56.77
9.78,6.83,0.0,0.19,7,93.56,2.57,Medium,2.56,91.0
7.37,4.83,2.9,1.69,3,79.13,3.13,Medium,1.85,77.28
6.45,9.91,6.39,1.55,2,84.63,2.73,Medium,1.53,83.09
5.22,5.59,4.23,0.76,3,72.22,1.21,Low,3.33,68.89
7.01,4.96,7.11,2.45,2,88.09,2.76,Medium,3.72,84.37
6.04,6.68,0.49,0.0,10,64.11,6.7,High,1.44,62.67
5.05,5.56,6.83,0.94,2,67.89,2.8,Medium,1.63,66.26
4.39,6.92,3.4,0.61,4,63.4,1.57,Low,2.3,61.1
4.84,8.03,3.16,1.77,6,69.07,4.34,Medium,2.25,66.82
0.0,8.49,7.48,1.28,3,55.68,0.23,Low,4.21,51.47
5.42,8.22,7.9,0.0,9,58.43,2.94,Medium,2.18,56.25
4.02,6.54,7.59,1.99,5,64.01,2.05,Low,4.89,59.12
8.19,7.07,10.1,1.39,5,84.62,6.47,High,1.55,83.06
5.04,7.61,8.17,0.17,7,51.28,5.42,High,3.46,47.82
2.62,4.36,3.01,0.72,9,60.45,4.58,Medium,5.52,54.93
4.9,7.86,5.35,0.0,1,81.17,2.32,Low,3.15,78.02
2.91,4.81,4.1,0.86,9,48.07,4.94,High,8.36,39.71
5.95,10.0,10.07,1.12,2,79.99,1.65,Low,1.29,78.71
5.58,6.39,7.76,0.73,3,66.25,4.13,Medium,3.02,63.23
6.92,6.72,4.53,0.64,5,77.83,2.52,Medium,3.29,74.54
3.42,5.85,7.19,0.0,10,55.32,6.82,High,1.29,54.03
5.07,6.06,1.92,1.27,4,72.08,0.33,Low,1.68,70.4
2.27,10.0,5.63,0.0,5,59.48,0.06,Low,4.31,55.17
6.4,8.41,2.66,1.02,10,67.74,3.05,Medium,4.05,63.69
6.04,4.68,0.78,0.0,5,69.36,2.5,Medium,0.92,68.44
5.99,9.26,6.96,1.04,5,73.14,1.83,Low,4.67,68.48
5.0,8.79,7.27,1.0,10,54.2,4.42,Medium,3.14,51.06
5.83,6.58,6.14,1.32,10,59.91,5.54,High,2.48,57.43
8.21,7.46,4.54,1.69,10,76.28,5.32,High,1.0,75.28
4.43,6.98,1.83,1.84,5,72.42,-0.85,Low,3.65,68.77
5.28,9.96,2.1,0.0,2,72.39,-4.09,Low,4.6,67.78
2.83,5.81,2.58,0.95,1,69.15,0.51,Low,0.32,68.82
3.26,7.22,4.42,2.61,10,58.46,4.5,Medium,2.6,55.85
5.2,6.36,7.69,1.1,8,68.74,3.16,Medium,4.39,64.35
7.21,4.85,7.65,0.33,3,72.19,4.37,Medium,4.76,67.43
4.49,10.0,0.88,0.94,7,80.12,2.13,Low,0.36,79.76
4.53,5.23,3.27,0.69,8,57.62,3.73,Medium,3.96,53.66
